gen_time_ms,time_accu,command,value,monitor_id 
2035,172,"from:rm,767;",0,10
2036,172,"from:rm,767;",0,10
2037,172,"from:rm,767;",0,10
2038,172,"from:rm,767;",0,10
2039,172,"from:rm,767;",0,10
2040,172,"from:rm,767;",0,10
2041,172,"from:rm,767;",0,10
2042,172,"from:rm,767;",0,10
2043,172,"from:rm,767;",0,10
2044,172,"from:rm,767;",0,10
2045,172,"from:rm,767;",0,10
2046,172,"from:rm,767;",0,10
2047,172,"from:rm,767;",0,10
2048,172,"from:rm,767;",0,10
2049,172,"from:rm,767;",0,10
2050,172,"from:rm,767;",0,10
2051,172,"from:rm,767;",0,10
2052,172,"from:rm,767;",0,10
2053,172,"from:rm,767;",0,10
2054,172,"from:rm,767;",0,10
2055,172,"from:rm,767;",0,10
2056,172,"from:rm,767;",0,10
2057,172,"from:rm,767;",0,10
2058,172,"from:rm,767;",0,10
2059,172,"from:rm,767;",0,10
2060,172,"from:rm,767;",0,10
2061,172,"from:rm,767;",0,10
2062,172,"from:rm,767;",0,10
2063,172,"from:rm,767;",0,10
2064,172,"from:rm,767;",0,10
2065,172,"from:rm,767;",0,10
2066,172,"from:rm,767;",0,10
2067,172,"from:rm,767;",0,10
2068,172,"from:rm,767;",0,10
2069,172,"from:rm,767;",0,10
2070,172,"from:rm,767;",0,10
2071,172,"from:rm,767;",0,10
2072,172,"from:rm,767;",0,10
2073,172,"from:rm,767;",0,10
2074,172,"from:rm,767;",0,10
2075,172,"from:rm,767;",0,10
2076,172,"from:rm,767;",0,10
2077,172,"from:rm,767;",0,10
2078,172,"from:rm,767;",0,10
2079,172,"from:rm,767;",0,10
2080,172,"from:rm,767;",0,10
2081,172,"from:rm,767;",0,10
2082,172,"from:rm,767;",0,10
2083,172,"from:rm,767;",0,10
2084,172,"from:rm,767;",0,10
2085,172,"from:rm,767;",0,10
2086,172,"from:rm,767;",0,10
2087,172,"from:rm,767;",0,10
2088,172,"from:rm,767;",0,10
2089,172,"from:rm,767;",0,10
2090,172,"from:rm,767;",0,10
2091,172,"from:rm,767;",0,10
2092,172,"from:rm,767;",0,10
2093,172,"from:rm,767;",0,10
2094,172,"from:rm,767;",0,10
2095,172,"from:rm,767;",0,10
2096,172,"from:rm,767;",0,10
2097,172,"from:rm,767;",0,10
2098,172,"from:rm,767;",0,10
2099,172,"from:rm,767;",0,10
2100,172,"from:rm,767;",0,10
2101,172,"from:rm,767;",0,10
2102,172,"from:rm,767;",0,10
2103,172,"from:rm,767;",0,10
2104,172,"from:rm,767;",0,10
2105,172,"from:rm,767;",0,10
2106,172,"from:rm,767;",0,10
2107,172,"from:rm,767;",0,10
2108,172,"from:rm,767;",0,10
2109,172,"from:rm,767;",0,10
2110,172,"from:rm,767;",0,10
2111,172,"from:rm,767;",0,10
2112,172,"from:rm,767;",0,10
2113,172,"from:rm,767;",0,10
2114,172,"from:rm,767;",0,10
2115,172,"from:rm,767;",0,10
2116,172,"from:rm,767;",0,10
2117,172,"from:rm,767;",0,10
2118,172,"from:rm,767;",0,10
2119,172,"from:rm,767;",0,10
2120,172,"from:rm,767;",0,10
2121,172,"from:rm,767;",0,10
2122,172,"from:rm,767;",0,10
2123,172,"from:rm,767;",0,10
2124,172,"from:rm,767;",0,10
2125,172,"from:rm,767;",0,10
2126,172,"from:rm,767;",0,10
2127,172,"from:rm,767;",0,10
2128,172,"from:rm,767;",0,10
2129,172,"from:rm,767;",0,10
2130,172,"from:rm,767;",0,10
2131,172,"from:rm,767;",0,10
2132,172,"from:rm,767;",0,10
2133,172,"from:rm,767;",0,10
2134,172,"from:rm,767;",0,10
2135,172,"from:rm,767;",0,10
2136,172,"from:rm,767;",0,10
2137,172,"from:rm,767;",0,10
2138,172,"from:rm,767;",0,10
2139,172,"from:rm,767;",0,10
2140,172,"from:rm,767;",0,10
2141,172,"from:rm,767;",0,10
2142,172,"from:rm,767;",0,10
2143,172,"from:rm,767;",0,10
2144,172,"from:rm,767;",0,10
2145,172,"from:rm,767;",0,10
2146,172,"from:rm,767;",0,10
2147,172,"from:rm,767;",0,10
2148,172,"from:rm,767;",0,10
2149,172,"from:rm,767;",0,10
2150,172,"from:rm,767;",0,10
2151,172,"from:rm,767;",0,10
2152,172,"from:rm,767;",0,10
2153,172,"from:rm,767;",0,10
2154,172,"from:rm,767;",0,10
2155,172,"from:rm,767;",0,10
2156,172,"from:rm,767;",0,10
2157,172,"from:rm,767;",0,10
2158,172,"from:rm,767;",0,10
2159,172,"from:rm,767;",0,10
2160,172,"from:rm,767;",0,10
2161,172,"from:rm,767;",0,10
2162,172,"from:rm,767;",0,10
2163,172,"from:rm,767;",0,10
2164,172,"from:rm,767;",0,10
2165,172,"from:rm,767;",0,10
2166,172,"from:rm,767;",0,10
2167,172,"from:rm,767;",0,10
2168,172,"from:rm,767;",0,10
2169,172,"from:rm,767;",0,10
2170,172,"from:rm,767;",0,10
2171,172,"from:rm,767;",0,10
2172,172,"from:rm,767;",0,10
2173,172,"from:rm,767;",0,10
2174,172,"from:rm,767;",0,10
2175,172,"from:rm,767;",0,10
2176,172,"from:rm,767;",0,10
2177,172,"from:rm,767;",0,10
2178,172,"from:rm,767;",0,10
2179,172,"from:rm,767;",0,10
2180,172,"from:rm,767;",0,10
2181,172,"from:rm,767;",0,10
2182,172,"from:rm,767;",0,10
2183,172,"from:rm,767;",0,10
2184,172,"from:rm,767;",0,10
2185,172,"from:rm,767;",0,10
2186,156,to:meas:trig,0,12
2187,156,to:meas:trig,0,12
2188,156,to:meas:trig,0,12
2189,156,to:meas:trig,0,12
2190,156,to:meas:trig,0,12
2191,156,to:meas:trig,0,12
2192,156,to:meas:trig,0,12
2193,156,to:meas:trig,0,12
2194,156,to:meas:trig,0,12
2195,156,to:meas:trig,0,12
2196,156,to:meas:trig,0,12
2197,156,to:meas:trig,0,12
2198,156,to:meas:trig,0,12
2199,156,to:meas:trig,0,12
2200,156,to:meas:trig,0,12
2201,156,to:meas:trig,0,12
2202,156,to:meas:trig,0,12
2203,156,to:meas:trig,0,12
2204,156,to:meas:trig,0,12
2205,156,to:meas:trig,0,12
2206,156,to:meas:trig,0,12
2207,156,to:meas:trig,0,12
2208,156,to:meas:trig,0,12
2209,156,to:meas:trig,0,12
2210,156,to:meas:trig,0,12
2211,156,to:meas:trig,0,12
2212,156,to:meas:trig,0,12
2213,156,to:meas:trig,0,12
2214,156,to:meas:trig,0,12
2215,156,to:meas:trig,0,12
2216,156,to:meas:trig,0,12
2217,156,to:meas:trig,0,12
2218,156,to:meas:trig,0,12
2219,156,to:meas:trig,0,12
2220,156,to:meas:trig,0,12
2221,156,to:meas:trig,0,12
2222,156,to:meas:trig,0,12
2223,156,to:meas:trig,0,12
2224,156,to:meas:trig,0,12
2225,156,to:meas:trig,0,12
2226,156,to:meas:trig,0,12
2227,156,to:meas:trig,0,12
2228,156,to:meas:trig,0,12
2229,156,to:meas:trig,0,12
2230,156,to:meas:trig,0,12
2231,156,to:meas:trig,0,12
2232,156,to:meas:trig,0,12
2233,156,to:meas:trig,0,12
2234,156,to:meas:trig,0,12
2235,156,to:meas:trig,0,12
2236,156,to:meas:trig,0,12
2237,156,to:meas:trig,0,12
2238,156,to:meas:trig,0,12
2239,156,to:meas:trig,0,12
2240,156,to:meas:trig,0,12
2241,156,to:meas:trig,0,12
2242,156,to:meas:trig,0,12
2243,156,to:meas:trig,0,12
2244,156,to:meas:trig,0,12
2245,156,to:meas:trig,0,12
2246,156,to:meas:trig,0,12
2247,156,to:meas:trig,0,12
2248,156,to:meas:trig,0,12
2249,156,to:meas:trig,0,12
2250,156,to:meas:trig,0,12
2251,156,to:meas:trig,0,12
2252,156,to:meas:trig,0,12
2253,156,to:meas:trig,0,12
2254,156,to:meas:trig,0,12
2255,156,to:meas:trig,0,12
2256,156,to:meas:trig,0,12
2257,156,to:meas:trig,0,12
2258,156,to:meas:trig,0,12
2259,156,to:meas:trig,0,12
2260,156,to:meas:trig,0,12
2261,156,to:meas:trig,0,12
2262,156,to:meas:trig,0,12
2263,156,to:meas:trig,0,12
2264,156,to:meas:trig,0,12
2265,156,to:meas:trig,0,12
2266,156,to:meas:trig,0,12
2267,156,to:meas:trig,0,12
2268,156,to:meas:trig,0,12
2269,156,to:meas:trig,0,12
2270,156,to:meas:trig,0,12
2271,156,to:meas:trig,0,12
2272,156,to:meas:trig,0,12
2273,156,to:meas:trig,0,12
2274,156,to:meas:trig,0,12
2275,156,to:meas:trig,0,12
2276,156,to:meas:trig,0,12
2277,156,to:meas:trig,0,12
2278,156,to:meas:trig,0,12
2279,156,to:meas:trig,0,12
2280,156,to:meas:trig,0,12
2281,156,to:meas:trig,0,12
2282,156,to:meas:trig,0,12
2283,156,to:meas:trig,0,12
2284,156,to:meas:trig,0,12
2285,156,to:meas:trig,0,12
2286,156,to:meas:trig,0,12
2287,156,to:meas:trig,0,12
2288,156,to:meas:trig,0,12
2289,156,to:meas:trig,0,12
2290,156,to:meas:trig,0,12
2291,156,to:meas:trig,0,12
2292,156,to:meas:trig,0,12
2293,156,to:meas:trig,0,12
2294,156,to:meas:trig,0,12
2295,156,to:meas:trig,0,12
2296,156,to:meas:trig,0,12
2297,156,to:meas:trig,0,12
2298,156,to:meas:trig,0,12
2299,156,to:meas:trig,0,12
2300,156,to:meas:trig,0,12
2301,156,to:meas:trig,0,12
2302,156,to:meas:trig,0,12
2303,156,to:meas:trig,0,12
2304,156,to:meas:trig,0,12
2305,156,to:meas:trig,0,12
2306,156,to:meas:trig,0,12
2307,156,to:meas:trig,0,12
2308,156,to:meas:trig,0,12
2309,156,to:meas:trig,0,12
2310,156,to:meas:trig,0,12
2311,156,to:meas:trig,0,12
2312,156,to:meas:trig,0,12
2313,156,to:meas:trig,0,12
2314,156,to:meas:trig,0,12
2315,156,to:meas:trig,0,12
2316,156,to:meas:trig,0,12
2317,156,to:meas:trig,0,12
2318,156,to:meas:trig,0,12
2319,156,to:meas:trig,0,12
2320,156,to:meas:trig,0,12
2321,156,to:meas:trig,0,12
2322,156,to:meas:trig,0,12
2323,156,to:meas:trig,0,12
2324,156,to:meas:trig,0,12
2325,156,to:meas:trig,0,12
2326,156,to:meas:trig,0,12
2327,156,to:meas:trig,0,12
2328,156,to:meas:trig,0,12
2329,156,to:meas:trig,0,12
2330,156,to:meas:trig,0,12
2331,156,to:meas:trig,0,12
2332,156,to:meas:trig,0,12
2333,156,to:meas:trig,0,12
2334,156,to:meas:trig,0,12
2335,156,to:meas:trig,0,12
2336,156,to:meas:trig,0,12
2337,156,to:meas:trig,0,12
2338,156,to:meas:trig,0,12
2339,156,to:meas:trig,0,12
2340,156,to:meas:trig,0,12
2341,156,to:meas:trig,0,12
2342,171,"from:rm,864;",0,13
2343,171,"from:rm,864;",0,13
2344,171,"from:rm,864;",0,13
2345,171,"from:rm,864;",0,13
2346,171,"from:rm,864;",0,13
2347,171,"from:rm,864;",0,13
2348,171,"from:rm,864;",0,13
2349,171,"from:rm,864;",0,13
2350,171,"from:rm,864;",0,13
2351,171,"from:rm,864;",0,13
2352,171,"from:rm,864;",0,13
2353,171,"from:rm,864;",0,13
2354,171,"from:rm,864;",0,13
2355,171,"from:rm,864;",0,13
2356,171,"from:rm,864;",0,13
2357,171,"from:rm,864;",0,13
2358,171,"from:rm,864;",0,13
2359,171,"from:rm,864;",0,13
2360,171,"from:rm,864;",0,13
2361,171,"from:rm,864;",0,13
2362,171,"from:rm,864;",0,13
2363,171,"from:rm,864;",0,13
2364,171,"from:rm,864;",0,13
2365,171,"from:rm,864;",0,13
2366,171,"from:rm,864;",0,13
2367,171,"from:rm,864;",0,13
2368,171,"from:rm,864;",0,13
2369,171,"from:rm,864;",0,13
2370,171,"from:rm,864;",0,13
2371,171,"from:rm,864;",0,13
2372,171,"from:rm,864;",0,13
2373,171,"from:rm,864;",0,13
2374,171,"from:rm,864;",0,13
2375,171,"from:rm,864;",0,13
2376,171,"from:rm,864;",0,13
2377,171,"from:rm,864;",0,13
2378,171,"from:rm,864;",0,13
2379,171,"from:rm,864;",0,13
2380,171,"from:rm,864;",0,13
2381,171,"from:rm,864;",0,13
2382,171,"from:rm,864;",0,13
2383,171,"from:rm,864;",0,13
2384,171,"from:rm,864;",0,13
2385,171,"from:rm,864;",0,13
2386,171,"from:rm,864;",0,13
2387,171,"from:rm,864;",0,13
2388,171,"from:rm,864;",0,13
2389,171,"from:rm,864;",0,13
2390,171,"from:rm,864;",0,13
2391,171,"from:rm,864;",0,13
2392,171,"from:rm,864;",0,13
2393,171,"from:rm,864;",0,13
2394,171,"from:rm,864;",0,13
2395,171,"from:rm,864;",0,13
2396,171,"from:rm,864;",0,13
2397,171,"from:rm,864;",0,13
2398,171,"from:rm,864;",0,13
2399,171,"from:rm,864;",0,13
2400,171,"from:rm,864;",0,13
2401,171,"from:rm,864;",0,13
2402,171,"from:rm,864;",0,13
2403,171,"from:rm,864;",0,13
2404,171,"from:rm,864;",0,13
2405,171,"from:rm,864;",0,13
2406,171,"from:rm,864;",0,13
2407,171,"from:rm,864;",0,13
2408,171,"from:rm,864;",0,13
2409,171,"from:rm,864;",0,13
2410,171,"from:rm,864;",0,13
2411,171,"from:rm,864;",0,13
2412,171,"from:rm,864;",0,13
2413,171,"from:rm,864;",0,13
2414,171,"from:rm,864;",0,13
2415,171,"from:rm,864;",0,13
2416,171,"from:rm,864;",0,13
2417,171,"from:rm,864;",0,13
2418,171,"from:rm,864;",0,13
2419,171,"from:rm,864;",0,13
2420,171,"from:rm,864;",0,13
2421,171,"from:rm,864;",0,13
2422,171,"from:rm,864;",0,13
2423,171,"from:rm,864;",0,13
2424,171,"from:rm,864;",0,13
2425,171,"from:rm,864;",0,13
2426,171,"from:rm,864;",0,13
2427,171,"from:rm,864;",0,13
2428,171,"from:rm,864;",0,13
2429,171,"from:rm,864;",0,13
2430,171,"from:rm,864;",0,13
2431,171,"from:rm,864;",0,13
2432,171,"from:rm,864;",0,13
2433,171,"from:rm,864;",0,13
2434,171,"from:rm,864;",0,13
2435,171,"from:rm,864;",0,13
2436,171,"from:rm,864;",0,13
2437,171,"from:rm,864;",0,13
2438,171,"from:rm,864;",0,13
2439,171,"from:rm,864;",0,13
2440,171,"from:rm,864;",0,13
2441,171,"from:rm,864;",0,13
2442,171,"from:rm,864;",0,13
2443,171,"from:rm,864;",0,13
2444,171,"from:rm,864;",0,13
2445,171,"from:rm,864;",0,13
2446,171,"from:rm,864;",0,13
2447,171,"from:rm,864;",0,13
2448,171,"from:rm,864;",0,13
2449,171,"from:rm,864;",0,13
2450,171,"from:rm,864;",0,13
2451,171,"from:rm,864;",0,13
2452,171,"from:rm,864;",0,13
2453,171,"from:rm,864;",0,13
2454,171,"from:rm,864;",0,13
2455,171,"from:rm,864;",0,13
2456,171,"from:rm,864;",0,13
2457,171,"from:rm,864;",0,13
2458,171,"from:rm,864;",0,13
2459,171,"from:rm,864;",0,13
2460,171,"from:rm,864;",0,13
2461,171,"from:rm,864;",0,13
2462,171,"from:rm,864;",0,13
2463,171,"from:rm,864;",0,13
2464,171,"from:rm,864;",0,13
2465,171,"from:rm,864;",0,13
2466,171,"from:rm,864;",0,13
2467,171,"from:rm,864;",0,13
2468,171,"from:rm,864;",0,13
2469,171,"from:rm,864;",0,13
2470,171,"from:rm,864;",0,13
2471,171,"from:rm,864;",0,13
2472,171,"from:rm,864;",0,13
2473,171,"from:rm,864;",0,13
2474,171,"from:rm,864;",0,13
2475,171,"from:rm,864;",0,13
2476,171,"from:rm,864;",0,13
2477,171,"from:rm,864;",0,13
2478,171,"from:rm,864;",0,13
2479,171,"from:rm,864;",0,13
2480,171,"from:rm,864;",0,13
2481,171,"from:rm,864;",0,13
2482,171,"from:rm,864;",0,13
2483,171,"from:rm,864;",0,13
2484,171,"from:rm,864;",0,13
2485,171,"from:rm,864;",0,13
2486,171,"from:rm,864;",0,13
2487,171,"from:rm,864;",0,13
2488,171,"from:rm,864;",0,13
2489,171,"from:rm,864;",0,13
2490,171,"from:rm,864;",0,13
2491,171,"from:rm,864;",0,13
2492,171,"from:rm,864;",0,13
2493,171,"from:rm,864;",0,13
2494,171,"from:rm,864;",0,13
2495,171,"from:rm,864;",0,13
2496,171,"from:rm,864;",0,13
2497,171,"from:rm,864;",0,13
2498,171,"from:rm,864;",0,13
2499,171,"from:rm,864;",0,13
2500,171,"from:rm,864;",0,13
2501,171,"from:rm,864;",0,13
2502,171,"from:rm,864;",0,13
2503,171,"from:rm,864;",0,13
2504,171,"from:rm,864;",0,13
2505,171,"from:rm,864;",0,13
2506,171,"from:rm,864;",0,13
2507,171,"from:rm,864;",0,13
2508,171,"from:rm,864;",0,13
2509,171,"from:rm,864;",0,13
2510,171,"from:rm,864;",0,13
2511,171,"from:rm,864;",0,13
2512,171,"from:rm,864;",0,13
2513,172,to:meas:trig,0,15
2514,172,to:meas:trig,0,15
2515,172,to:meas:trig,0,15
2516,172,to:meas:trig,0,15
2517,172,to:meas:trig,0,15
2518,172,to:meas:trig,0,15
2519,172,to:meas:trig,0,15
2520,172,to:meas:trig,0,15
2521,172,to:meas:trig,0,15
2522,172,to:meas:trig,0,15
2523,172,to:meas:trig,0,15
2524,172,to:meas:trig,0,15
2525,172,to:meas:trig,0,15
2526,172,to:meas:trig,0,15
2527,172,to:meas:trig,0,15
2528,172,to:meas:trig,0,15
2529,172,to:meas:trig,0,15
2530,172,to:meas:trig,0,15
2531,172,to:meas:trig,0,15
2532,172,to:meas:trig,0,15
2533,172,to:meas:trig,0,15
2534,172,to:meas:trig,0,15
2535,172,to:meas:trig,0,15
2536,172,to:meas:trig,0,15
2537,172,to:meas:trig,0,15
2538,172,to:meas:trig,0,15
2539,172,to:meas:trig,0,15
2540,172,to:meas:trig,0,15
2541,172,to:meas:trig,0,15
2542,172,to:meas:trig,0,15
2543,172,to:meas:trig,0,15
2544,172,to:meas:trig,0,15
2545,172,to:meas:trig,0,15
2546,172,to:meas:trig,0,15
2547,172,to:meas:trig,0,15
2548,172,to:meas:trig,0,15
2549,172,to:meas:trig,0,15
2550,172,to:meas:trig,0,15
2551,172,to:meas:trig,0,15
2552,172,to:meas:trig,0,15
2553,172,to:meas:trig,0,15
2554,172,to:meas:trig,0,15
2555,172,to:meas:trig,0,15
2556,172,to:meas:trig,0,15
2557,172,to:meas:trig,0,15
2558,172,to:meas:trig,0,15
2559,172,to:meas:trig,0,15
2560,172,to:meas:trig,0,15
2561,172,to:meas:trig,0,15
2562,172,to:meas:trig,0,15
2563,172,to:meas:trig,0,15
2564,172,to:meas:trig,0,15
2565,172,to:meas:trig,0,15
2566,172,to:meas:trig,0,15
2567,172,to:meas:trig,0,15
2568,172,to:meas:trig,0,15
2569,172,to:meas:trig,0,15
2570,172,to:meas:trig,0,15
2571,172,to:meas:trig,0,15
2572,172,to:meas:trig,0,15
2573,172,to:meas:trig,0,15
2574,172,to:meas:trig,0,15
2575,172,to:meas:trig,0,15
2576,172,to:meas:trig,0,15
2577,172,to:meas:trig,0,15
2578,172,to:meas:trig,0,15
2579,172,to:meas:trig,0,15
2580,172,to:meas:trig,0,15
2581,172,to:meas:trig,0,15
2582,172,to:meas:trig,0,15
2583,172,to:meas:trig,0,15
2584,172,to:meas:trig,0,15
2585,172,to:meas:trig,0,15
2586,172,to:meas:trig,0,15
2587,172,to:meas:trig,0,15
2588,172,to:meas:trig,0,15
2589,172,to:meas:trig,0,15
2590,172,to:meas:trig,0,15
2591,172,to:meas:trig,0,15
2592,172,to:meas:trig,0,15
2593,172,to:meas:trig,0,15
2594,172,to:meas:trig,0,15
2595,172,to:meas:trig,0,15
2596,172,to:meas:trig,0,15
2597,172,to:meas:trig,0,15
2598,172,to:meas:trig,0,15
2599,172,to:meas:trig,0,15
2600,172,to:meas:trig,0,15
2601,172,to:meas:trig,0,15
2602,172,to:meas:trig,0,15
2603,172,to:meas:trig,0,15
2604,172,to:meas:trig,0,15
2605,172,to:meas:trig,0,15
2606,172,to:meas:trig,0,15
2607,172,to:meas:trig,0,15
2608,172,to:meas:trig,0,15
2609,172,to:meas:trig,0,15
2610,172,to:meas:trig,0,15
2611,172,to:meas:trig,0,15
2612,172,to:meas:trig,0,15
2613,172,to:meas:trig,0,15
2614,172,to:meas:trig,0,15
2615,172,to:meas:trig,0,15
2616,172,to:meas:trig,0,15
2617,172,to:meas:trig,0,15
2618,172,to:meas:trig,0,15
2619,172,to:meas:trig,0,15
2620,172,to:meas:trig,0,15
2621,172,to:meas:trig,0,15
2622,172,to:meas:trig,0,15
2623,172,to:meas:trig,0,15
2624,172,to:meas:trig,0,15
2625,172,to:meas:trig,0,15
2626,172,to:meas:trig,0,15
2627,172,to:meas:trig,0,15
2628,172,to:meas:trig,0,15
2629,172,to:meas:trig,0,15
2630,172,to:meas:trig,0,15
2631,172,to:meas:trig,0,15
2632,172,to:meas:trig,0,15
2633,172,to:meas:trig,0,15
2634,172,to:meas:trig,0,15
2635,172,to:meas:trig,0,15
2636,172,to:meas:trig,0,15
2637,172,to:meas:trig,0,15
2638,172,to:meas:trig,0,15
2639,172,to:meas:trig,0,15
2640,172,to:meas:trig,0,15
2641,172,to:meas:trig,0,15
2642,172,to:meas:trig,0,15
2643,172,to:meas:trig,0,15
2644,172,to:meas:trig,0,15
2645,172,to:meas:trig,0,15
2646,172,to:meas:trig,0,15
2647,172,to:meas:trig,0,15
2648,172,to:meas:trig,0,15
2649,172,to:meas:trig,0,15
2650,172,to:meas:trig,0,15
2651,172,to:meas:trig,0,15
2652,172,to:meas:trig,0,15
2653,172,to:meas:trig,0,15
2654,172,to:meas:trig,0,15
2655,172,to:meas:trig,0,15
2656,172,to:meas:trig,0,15
2657,172,to:meas:trig,0,15
2658,172,to:meas:trig,0,15
2659,172,to:meas:trig,0,15
2660,172,to:meas:trig,0,15
2661,172,to:meas:trig,0,15
2662,172,to:meas:trig,0,15
2663,172,to:meas:trig,0,15
2664,172,to:meas:trig,0,15
2665,172,to:meas:trig,0,15
2666,172,to:meas:trig,0,15
2667,172,to:meas:trig,0,15
2668,172,to:meas:trig,0,15
2669,172,to:meas:trig,0,15
2670,172,to:meas:trig,0,15
2671,172,to:meas:trig,0,15
2672,172,to:meas:trig,0,15
2673,172,to:meas:trig,0,15
2674,172,to:meas:trig,0,15
2675,172,to:meas:trig,0,15
2676,172,to:meas:trig,0,15
2677,172,to:meas:trig,0,15
2678,172,to:meas:trig,0,15
2679,172,to:meas:trig,0,15
2680,172,to:meas:trig,0,15
2681,172,to:meas:trig,0,15
2682,172,to:meas:trig,0,15
2683,172,to:meas:trig,0,15
2684,172,to:meas:trig,0,15
2685,171,"from:rm,908;",0,16
2686,171,"from:rm,908;",0,16
2687,171,"from:rm,908;",0,16
2688,171,"from:rm,908;",0,16
2689,171,"from:rm,908;",0,16
2690,171,"from:rm,908;",0,16
2691,171,"from:rm,908;",0,16
2692,171,"from:rm,908;",0,16
2693,171,"from:rm,908;",0,16
2694,171,"from:rm,908;",0,16
2695,171,"from:rm,908;",0,16
2696,171,"from:rm,908;",0,16
2697,171,"from:rm,908;",0,16
2698,171,"from:rm,908;",0,16
2699,171,"from:rm,908;",0,16
2700,171,"from:rm,908;",0,16
2701,171,"from:rm,908;",0,16
2702,171,"from:rm,908;",0,16
2703,171,"from:rm,908;",0,16
2704,171,"from:rm,908;",0,16
2705,171,"from:rm,908;",0,16
2706,171,"from:rm,908;",0,16
2707,171,"from:rm,908;",0,16
2708,171,"from:rm,908;",0,16
2709,171,"from:rm,908;",0,16
2710,171,"from:rm,908;",0,16
2711,171,"from:rm,908;",0,16
2712,171,"from:rm,908;",0,16
2713,171,"from:rm,908;",0,16
2714,171,"from:rm,908;",0,16
2715,171,"from:rm,908;",0,16
2716,171,"from:rm,908;",0,16
2717,171,"from:rm,908;",0,16
2718,171,"from:rm,908;",0,16
2719,171,"from:rm,908;",0,16
2720,171,"from:rm,908;",0,16
2721,171,"from:rm,908;",0,16
2722,171,"from:rm,908;",0,16
2723,171,"from:rm,908;",0,16
2724,171,"from:rm,908;",0,16
2725,171,"from:rm,908;",0,16
2726,171,"from:rm,908;",0,16
2727,171,"from:rm,908;",0,16
2728,171,"from:rm,908;",0,16
2729,171,"from:rm,908;",0,16
2730,171,"from:rm,908;",0,16
2731,171,"from:rm,908;",0,16
2732,171,"from:rm,908;",0,16
2733,171,"from:rm,908;",0,16
2734,171,"from:rm,908;",0,16
2735,171,"from:rm,908;",0,16
2736,171,"from:rm,908;",0,16
2737,171,"from:rm,908;",0,16
2738,171,"from:rm,908;",0,16
2739,171,"from:rm,908;",0,16
2740,171,"from:rm,908;",0,16
2741,171,"from:rm,908;",0,16
2742,171,"from:rm,908;",0,16
2743,171,"from:rm,908;",0,16
2744,171,"from:rm,908;",0,16
2745,171,"from:rm,908;",0,16
2746,171,"from:rm,908;",0,16
2747,171,"from:rm,908;",0,16
2748,171,"from:rm,908;",0,16
2749,171,"from:rm,908;",0,16
2750,171,"from:rm,908;",0,16
2751,171,"from:rm,908;",0,16
2752,171,"from:rm,908;",0,16
2753,171,"from:rm,908;",0,16
2754,171,"from:rm,908;",0,16
2755,171,"from:rm,908;",0,16
2756,171,"from:rm,908;",0,16
2757,171,"from:rm,908;",0,16
2758,171,"from:rm,908;",0,16
2759,171,"from:rm,908;",0,16
2760,171,"from:rm,908;",0,16
2761,171,"from:rm,908;",0,16
2762,171,"from:rm,908;",0,16
2763,171,"from:rm,908;",0,16
2764,171,"from:rm,908;",0,16
2765,171,"from:rm,908;",0,16
2766,171,"from:rm,908;",0,16
2767,171,"from:rm,908;",0,16
2768,171,"from:rm,908;",0,16
2769,171,"from:rm,908;",0,16
2770,171,"from:rm,908;",0,16
2771,171,"from:rm,908;",0,16
2772,171,"from:rm,908;",0,16
2773,171,"from:rm,908;",0,16
2774,171,"from:rm,908;",0,16
2775,171,"from:rm,908;",0,16
2776,171,"from:rm,908;",0,16
2777,171,"from:rm,908;",0,16
2778,171,"from:rm,908;",0,16
2779,171,"from:rm,908;",0,16
2780,171,"from:rm,908;",0,16
2781,171,"from:rm,908;",0,16
2782,171,"from:rm,908;",0,16
2783,171,"from:rm,908;",0,16
2784,171,"from:rm,908;",0,16
2785,171,"from:rm,908;",0,16
2786,171,"from:rm,908;",0,16
2787,171,"from:rm,908;",0,16
2788,171,"from:rm,908;",0,16
2789,171,"from:rm,908;",0,16
2790,171,"from:rm,908;",0,16
2791,171,"from:rm,908;",0,16
2792,171,"from:rm,908;",0,16
2793,171,"from:rm,908;",0,16
2794,171,"from:rm,908;",0,16
2795,171,"from:rm,908;",0,16
2796,171,"from:rm,908;",0,16
2797,171,"from:rm,908;",0,16
2798,171,"from:rm,908;",0,16
2799,171,"from:rm,908;",0,16
2800,171,"from:rm,908;",0,16
2801,171,"from:rm,908;",0,16
2802,171,"from:rm,908;",0,16
2803,171,"from:rm,908;",0,16
2804,171,"from:rm,908;",0,16
2805,171,"from:rm,908;",0,16
2806,171,"from:rm,908;",0,16
2807,171,"from:rm,908;",0,16
2808,171,"from:rm,908;",0,16
2809,171,"from:rm,908;",0,16
2810,171,"from:rm,908;",0,16
2811,171,"from:rm,908;",0,16
2812,171,"from:rm,908;",0,16
2813,171,"from:rm,908;",0,16
2814,171,"from:rm,908;",0,16
2815,171,"from:rm,908;",0,16
2816,171,"from:rm,908;",0,16
2817,171,"from:rm,908;",0,16
2818,171,"from:rm,908;",0,16
2819,171,"from:rm,908;",0,16
2820,171,"from:rm,908;",0,16
2821,171,"from:rm,908;",0,16
2822,171,"from:rm,908;",0,16
2823,171,"from:rm,908;",0,16
2824,171,"from:rm,908;",0,16
2825,171,"from:rm,908;",0,16
2826,171,"from:rm,908;",0,16
2827,171,"from:rm,908;",0,16
2828,171,"from:rm,908;",0,16
